audition_id,requirement_id,talent_id,audition_date,audition_format,technical_score,artistic_score,response_to_direction_score,safety_awareness_score,panel_score,audition_outcome,panel_notes
AUD-000779,REQ-0028,TAL-0448,2026-07-28,Self-Tape,77.6,70.0,90.8,94.5,79.76,Pass,Further assessment recommended before final casting.
AUD-000780,REQ-0028,TAL-0114,2026-07-31,In Person,83.5,82.0,84.8,91.9,84.4,Pass,Further assessment recommended before final casting.
AUD-000781,REQ-0028,TAL-0180,2026-07-27,In Person,69.3,74.6,78.7,75.6,73.68,Hold,Technically capable with minor coaching needs.
AUD-000782,REQ-0028,TAL-0370,2026-07-29,Live Video,46.3,79.5,85.8,100.0,72.22,Hold,Strong fit for the production vocabulary.
AUD-000783,REQ-0028,TAL-0145,2026-07-31,Live Video,82.3,88.3,71.3,91.0,83.58,Pass,Technically capable with minor coaching needs.
AUD-000784,REQ-0028,TAL-0045,2026-07-29,Live Video,100.0,100.0,91.7,75.0,95.01,Pass,Good ensemble awareness and reliable preparation.
AUD-000785,REQ-0028,TAL-0449,2026-07-28,Live Video,91.0,92.0,81.4,82.7,88.45,Pass,Technically capable with minor coaching needs.
AUD-000786,REQ-0028,TAL-0110,2026-07-30,Live Video,86.6,85.8,82.4,81.4,84.84,Pass,Further assessment recommended before final casting.
AUD-000787,REQ-0028,TAL-0028,2026-07-30,In Person,68.3,94.5,65.7,58.8,75.41,Pass,Does not yet meet the production-specific performance threshold.
AUD-000788,REQ-0028,TAL-0220,2026-07-30,In Person,87.6,62.4,89.4,86.3,79.17,Pass,Further assessment recommended before final casting.
AUD-000789,REQ-0028,TAL-0327,2026-07-31,Live Video,77.7,90.9,67.2,89.3,81.92,Pass,Does not yet meet the production-specific performance threshold.
AUD-000790,REQ-0028,TAL-0215,2026-07-31,Live Video,81.0,74.1,84.9,25.0,71.52,Hold,Good ensemble awareness and reliable preparation.
AUD-000791,REQ-0028,TAL-0040,2026-07-27,Self-Tape,81.6,93.0,91.2,85.9,87.81,Pass,Strong fit for the production vocabulary.
AUD-000792,REQ-0028,TAL-0313,2026-07-27,Live Video,68.5,56.9,76.0,92.0,69.2,Hold,Does not yet meet the production-specific performance threshold.
AUD-000793,REQ-0028,TAL-0446,2026-07-30,In Person,71.5,84.7,72.4,94.4,79.36,Pass,Does not yet meet the production-specific performance threshold.
AUD-000794,REQ-0028,TAL-0417,2026-07-27,In Person,58.8,83.5,96.0,83.3,77.32,Pass,Further assessment recommended before final casting.
AUD-000795,REQ-0028,TAL-0094,2026-07-30,In Person,100.0,100.0,93.7,88.6,97.27,Pass,Strong fit for the production vocabulary.
AUD-000796,REQ-0028,TAL-0281,2026-07-27,Technical Assessment,90.6,79.5,72.1,25.0,74.31,Pass,Strong fit for the production vocabulary.
AUD-000797,REQ-0028,TAL-0497,2026-07-31,Self-Tape,79.1,79.1,81.8,90.3,81.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-000798,REQ-0028,TAL-0478,2026-07-28,In Person,76.1,58.5,76.1,75.9,70.09,Hold,Does not yet meet the production-specific performance threshold.
AUD-000799,REQ-0028,TAL-0140,2026-07-31,In Person,100.0,100.0,81.0,85.6,94.56,Pass,Does not yet meet the production-specific performance threshold.
AUD-000800,REQ-0028,TAL-0014,2026-07-30,Live Video,81.8,66.9,80.5,74.8,75.52,Pass,Strong fit for the production vocabulary.
AUD-000801,REQ-0029,TAL-0405,2026-08-03,In Person,100.0,100.0,79.3,81.0,93.61,Pass,Technically capable with minor coaching needs.
AUD-000802,REQ-0029,TAL-0453,2026-08-01,Self-Tape,91.8,92.5,72.6,87.8,88.02,Pass,Further assessment recommended before final casting.
AUD-000803,REQ-0029,TAL-0164,2026-08-03,Technical Assessment,81.4,100.0,75.4,95.8,88.66,Pass,Technically capable with minor coaching needs.
AUD-000804,REQ-0029,TAL-0485,2026-08-04,In Person,93.0,68.1,88.4,83.9,82.43,Pass,Does not yet meet the production-specific performance threshold.
AUD-000805,REQ-0029,TAL-0388,2026-08-03,In Person,84.0,83.4,86.7,74.2,82.91,Pass,Technically capable with minor coaching needs.
AUD-000806,REQ-0029,TAL-0113,2026-08-01,In Person,80.3,89.8,65.6,96.2,83.11,Pass,Does not yet meet the production-specific performance threshold.
AUD-000807,REQ-0029,TAL-0316,2026-08-03,In Person,84.8,48.8,91.6,88.1,74.25,Hold,Does not yet meet the production-specific performance threshold.
AUD-000808,REQ-0029,TAL-0114,2026-08-03,In Person,100.0,89.2,87.7,78.8,91.15,Pass,Good ensemble awareness and reliable preparation.
AUD-000809,REQ-0029,TAL-0158,2026-08-04,Self-Tape,84.9,96.6,66.1,96.8,87.16,Pass,Does not yet meet the production-specific performance threshold.
AUD-000810,REQ-0029,TAL-0031,2026-08-01,In Person,100.0,92.4,99.9,82.6,94.96,Pass,Good ensemble awareness and reliable preparation.
AUD-000811,REQ-0029,TAL-0199,2026-08-05,Self-Tape,84.6,93.7,85.2,81.1,87.31,Pass,Does not yet meet the production-specific performance threshold.
AUD-000812,REQ-0029,TAL-0038,2026-08-05,Technical Assessment,75.3,91.9,95.1,100.0,87.97,Pass,Good ensemble awareness and reliable preparation.
AUD-000813,REQ-0029,TAL-0304,2026-08-01,In Person,83.9,89.2,100.0,90.7,89.55,Pass,Good ensemble awareness and reliable preparation.
AUD-000814,REQ-0029,TAL-0378,2026-08-04,Technical Assessment,78.7,99.7,82.8,79.0,86.62,Pass,Does not yet meet the production-specific performance threshold.
AUD-000815,REQ-0029,TAL-0455,2026-08-02,Live Video,94.5,90.5,79.7,77.3,88.07,Pass,Further assessment recommended before final casting.
AUD-000816,REQ-0029,TAL-0106,2026-08-05,Live Video,100.0,100.0,100.0,93.2,99.05,Pass,Strong fit for the production vocabulary.
AUD-000817,REQ-0029,TAL-0336,2026-08-04,Live Video,100.0,100.0,65.3,93.2,92.8,Pass,Does not yet meet the production-specific performance threshold.
AUD-000818,REQ-0029,TAL-0445,2026-08-03,Live Video,100.0,88.3,60.7,82.3,86.47,Pass,Does not yet meet the production-specific performance threshold.
AUD-000819,REQ-0029,TAL-0326,2026-08-04,Self-Tape,80.5,64.1,65.9,87.5,73.28,Fail,Strong fit for the production vocabulary.
AUD-000820,REQ-0029,TAL-0410,2026-08-01,Live Video,95.0,98.6,82.7,77.2,91.52,Pass,Does not yet meet the production-specific performance threshold.
AUD-000821,REQ-0029,TAL-0036,2026-08-02,In Person,91.4,77.0,80.9,85.6,83.8,Pass,Does not yet meet the production-specific performance threshold.
AUD-000822,REQ-0029,TAL-0124,2026-08-04,Technical Assessment,69.9,100.0,71.7,77.9,81.58,Hold,Further assessment recommended before final casting.
AUD-000823,REQ-0029,TAL-0349,2026-08-02,Self-Tape,100.0,96.0,100.0,94.8,97.91,Pass,Good ensemble awareness and reliable preparation.
AUD-000824,REQ-0029,TAL-0425,2026-08-02,Live Video,100.0,90.7,88.5,88.2,93.12,Pass,Further assessment recommended before final casting.
AUD-000825,REQ-0029,TAL-0310,2026-08-02,In Person,87.4,74.3,94.2,95.9,85.36,Pass,Further assessment recommended before final casting.
AUD-000826,REQ-0029,TAL-0281,2026-08-03,Self-Tape,71.7,58.6,79.6,25.0,62.13,Fail,Technically capable with minor coaching needs.
AUD-000827,REQ-0029,TAL-0392,2026-08-01,In Person,100.0,95.7,74.1,95.3,93.22,Pass,Strong fit for the production vocabulary.
AUD-000828,REQ-0029,TAL-0262,2026-08-03,In Person,80.9,80.8,68.8,79.7,78.52,Hold,Good ensemble awareness and reliable preparation.
AUD-000829,REQ-0029,TAL-0141,2026-08-03,Live Video,99.2,98.3,78.4,75.7,91.86,Pass,Technically capable with minor coaching needs.
AUD-000830,REQ-0029,TAL-0251,2026-08-03,Technical Assessment,77.9,96.2,84.1,76.4,85.03,Pass,Good ensemble awareness and reliable preparation.
AUD-000831,REQ-0029,TAL-0136,2026-08-02,In Person,99.4,94.2,90.4,92.6,95.06,Pass,Further assessment recommended before final casting.
AUD-000832,REQ-0029,TAL-0086,2026-08-05,Self-Tape,75.2,81.3,82.7,76.1,78.75,Hold,Good ensemble awareness and reliable preparation.
AUD-000833,REQ-0029,TAL-0382,2026-08-01,Live Video,74.3,96.4,85.8,85.7,85.48,Pass,Strong fit for the production vocabulary.
AUD-000834,REQ-0029,TAL-0030,2026-08-05,Live Video,94.8,71.3,77.2,97.5,84.02,Pass,Good ensemble awareness and reliable preparation.
AUD-000835,REQ-0029,TAL-0116,2026-08-05,Live Video,72.8,90.7,100.0,95.5,86.96,Pass,Further assessment recommended before final casting.
AUD-000836,REQ-0029,TAL-0201,2026-08-01,In Person,91.8,88.6,82.3,96.8,89.7,Pass,Technically capable with minor coaching needs.
AUD-000837,REQ-0029,TAL-0261,2026-08-03,Self-Tape,69.0,73.3,72.8,74.9,71.97,Fail,Further assessment recommended before final casting.
AUD-000838,REQ-0029,TAL-0027,2026-08-05,Live Video,94.1,77.1,67.5,78.9,81.4,Hold,Good ensemble awareness and reliable preparation.
AUD-000839,REQ-0029,TAL-0293,2026-08-04,In Person,100.0,86.4,73.8,82.1,88.15,Pass,Technically capable with minor coaching needs.
AUD-000840,REQ-0029,TAL-0498,2026-08-03,Self-Tape,81.9,100.0,82.7,95.3,90.07,Pass,Good ensemble awareness and reliable preparation.
AUD-000841,REQ-0029,TAL-0472,2026-08-03,In Person,93.4,91.0,68.8,92.4,88.02,Pass,Good ensemble awareness and reliable preparation.
AUD-000842,REQ-0029,TAL-0001,2026-08-05,Live Video,68.2,79.2,74.8,78.9,74.63,Hold,Does not yet meet the production-specific performance threshold.
AUD-000843,REQ-0029,TAL-0026,2026-08-05,Self-Tape,65.2,89.3,78.5,25.0,70.16,Fail,Further assessment recommended before final casting.
AUD-000844,REQ-0029,TAL-0474,2026-08-05,In Person,68.9,74.2,81.7,96.2,76.83,Hold,Technically capable with minor coaching needs.
AUD-000845,REQ-0029,TAL-0407,2026-08-02,In Person,73.6,98.9,85.4,77.4,84.86,Pass,Does not yet meet the production-specific performance threshold.
AUD-000846,REQ-0029,TAL-0007,2026-08-01,In Person,100.0,59.0,90.0,93.1,83.29,Pass,Further assessment recommended before final casting.
AUD-000847,REQ-0029,TAL-0132,2026-08-05,Self-Tape,51.2,73.6,82.0,81.3,68.57,Fail,Technically capable with minor coaching needs.
AUD-000848,REQ-0029,TAL-0361,2026-08-05,In Person,91.0,92.0,85.3,99.4,91.49,Pass,Good ensemble awareness and reliable preparation.
AUD-000849,REQ-0029,TAL-0249,2026-08-04,In Person,90.7,88.0,76.4,82.9,86.12,Pass,Good ensemble awareness and reliable preparation.
AUD-000850,REQ-0029,TAL-0161,2026-08-02,Self-Tape,89.0,84.8,80.6,78.6,84.6,Pass,Good ensemble awareness and reliable preparation.
AUD-000851,REQ-0032,TAL-0002,2026-07-15,Self-Tape,84.9,84.7,72.3,69.0,80.34,Pass,Technically capable with minor coaching needs.
AUD-000852,REQ-0032,TAL-0286,2026-07-15,Self-Tape,52.0,76.3,90.0,80.0,71.02,Hold,Good ensemble awareness and reliable preparation.
AUD-000853,REQ-0032,TAL-0177,2026-07-13,Live Video,90.3,94.0,77.6,92.7,89.61,Pass,Further assessment recommended before final casting.
AUD-000854,REQ-0032,TAL-0255,2026-07-14,In Person,64.3,73.0,83.9,87.4,74.02,Pass,Good ensemble awareness and reliable preparation.
AUD-000855,REQ-0032,TAL-0257,2026-07-13,Live Video,63.4,85.5,79.6,90.5,77.62,Pass,Technically capable with minor coaching needs.
AUD-000856,REQ-0032,TAL-0323,2026-07-16,Live Video,80.5,85.4,70.4,25.0,72.58,Pass,Does not yet meet the production-specific performance threshold.
AUD-000857,REQ-0032,TAL-0184,2026-07-17,Technical Assessment,70.9,95.2,81.8,79.4,82.31,Pass,Strong fit for the production vocabulary.
AUD-000858,REQ-0032,TAL-0271,2026-07-13,Technical Assessment,90.4,80.4,82.5,71.5,82.93,Pass,Does not yet meet the production-specific performance threshold.
AUD-000859,REQ-0032,TAL-0218,2026-07-14,In Person,88.0,77.4,66.4,87.4,80.42,Pass,Technically capable with minor coaching needs.
AUD-000860,REQ-0032,TAL-0353,2026-07-14,Live Video,100.0,87.9,99.9,84.0,93.63,Pass,Strong fit for the production vocabulary.
AUD-000861,REQ-0032,TAL-0272,2026-07-13,In Person,94.1,98.8,75.1,88.5,91.49,Pass,Strong fit for the production vocabulary.
AUD-000862,REQ-0032,TAL-0128,2026-07-17,Live Video,97.9,82.9,78.5,100.0,89.6,Pass,Technically capable with minor coaching needs.
AUD-000863,REQ-0032,TAL-0339,2026-07-16,Live Video,93.7,95.7,82.9,88.3,91.68,Pass,Does not yet meet the production-specific performance threshold.
AUD-000864,REQ-0032,TAL-0021,2026-07-14,Live Video,76.1,93.8,83.1,73.1,82.96,Pass,Technically capable with minor coaching needs.
AUD-000865,REQ-0032,TAL-0269,2026-07-17,Self-Tape,80.7,80.0,90.3,76.0,81.53,Pass,Technically capable with minor coaching needs.
AUD-000866,REQ-0032,TAL-0216,2026-07-17,Live Video,92.3,75.0,84.7,25.0,75.63,Pass,Does not yet meet the production-specific performance threshold.
AUD-000867,REQ-0032,TAL-0430,2026-07-15,Technical Assessment,86.7,94.6,91.0,86.1,90.08,Pass,Does not yet meet the production-specific performance threshold.
AUD-000868,REQ-0032,TAL-0400,2026-07-15,Live Video,90.8,100.0,65.6,86.1,88.73,Pass,Technically capable with minor coaching needs.
AUD-000869,REQ-0032,TAL-0011,2026-07-16,Self-Tape,90.8,100.0,100.0,88.3,95.23,Pass,Strong fit for the production vocabulary.
AUD-000870,REQ-0032,TAL-0209,2026-07-16,Technical Assessment,76.0,94.4,62.5,88.1,81.52,Pass,Does not yet meet the production-specific performance threshold.
AUD-000871,REQ-0032,TAL-0440,2026-07-13,Technical Assessment,85.4,94.0,71.8,76.4,84.62,Pass,Technically capable with minor coaching needs.
AUD-000872,REQ-0032,TAL-0130,2026-07-15,Live Video,79.3,80.3,78.9,90.3,81.11,Pass,Does not yet meet the production-specific performance threshold.
AUD-000873,REQ-0032,TAL-0444,2026-07-14,In Person,88.7,85.8,74.6,88.7,85.18,Pass,Does not yet meet the production-specific performance threshold.
AUD-000874,REQ-0032,TAL-0246,2026-07-14,Technical Assessment,100.0,92.2,85.4,89.8,93.29,Pass,Further assessment recommended before final casting.
AUD-000875,REQ-0032,TAL-0242,2026-07-17,In Person,62.1,80.1,81.0,92.7,75.91,Pass,Good ensemble awareness and reliable preparation.
AUD-000876,REQ-0032,TAL-0256,2026-07-14,Self-Tape,93.3,93.6,93.0,85.0,92.19,Pass,Further assessment recommended before final casting.
AUD-000877,REQ-0032,TAL-0097,2026-07-13,In Person,96.6,77.1,83.3,90.3,86.69,Pass,Technically capable with minor coaching needs.
AUD-000878,REQ-0032,TAL-0210,2026-07-17,In Person,89.8,89.3,75.1,76.0,85.05,Pass,Good ensemble awareness and reliable preparation.
AUD-000879,REQ-0032,TAL-0167,2026-07-15,In Person,73.6,100.0,88.0,73.4,85.14,Pass,Further assessment recommended before final casting.
AUD-000880,REQ-0032,TAL-0138,2026-07-14,Self-Tape,98.0,79.0,90.1,94.5,89.63,Pass,Further assessment recommended before final casting.
AUD-000881,REQ-0032,TAL-0345,2026-07-16,Self-Tape,67.3,80.7,71.8,84.1,75.02,Pass,Strong fit for the production vocabulary.
AUD-000882,REQ-0032,TAL-0049,2026-07-17,Self-Tape,95.6,98.3,99.0,25.0,87.25,Pass,Technically capable with minor coaching needs.
AUD-000883,REQ-0032,TAL-0407,2026-07-13,Technical Assessment,80.4,87.1,85.2,86.5,84.4,Pass,Good ensemble awareness and reliable preparation.
AUD-000884,REQ-0032,TAL-0333,2026-07-13,Live Video,95.3,85.6,81.5,87.4,88.41,Pass,Further assessment recommended before final casting.
AUD-000885,REQ-0032,TAL-0169,2026-07-14,In Person,69.2,67.5,80.9,79.3,72.14,Pass,Good ensemble awareness and reliable preparation.
AUD-000886,REQ-0032,TAL-0319,2026-07-14,In Person,96.0,94.3,77.2,85.0,90.5,Pass,Good ensemble awareness and reliable preparation.
AUD-000887,REQ-0032,TAL-0376,2026-07-13,In Person,100.0,82.0,84.9,99.3,91.06,Pass,Good ensemble awareness and reliable preparation.
AUD-000888,REQ-0032,TAL-0462,2026-07-13,In Person,80.6,85.5,57.0,77.3,77.56,Pass,Strong fit for the production vocabulary.
AUD-000889,REQ-0032,TAL-0095,2026-07-16,Self-Tape,97.7,93.1,100.0,79.7,94.03,Pass,Does not yet meet the production-specific performance threshold.
AUD-000890,REQ-0032,TAL-0144,2026-07-13,In Person,86.9,96.1,77.8,91.3,89.01,Pass,Good ensemble awareness and reliable preparation.
AUD-000891,REQ-0032,TAL-0299,2026-07-17,Live Video,64.0,66.6,87.7,25.0,63.69,Fail,Further assessment recommended before final casting.
AUD-000892,REQ-0032,TAL-0447,2026-07-17,In Person,49.6,59.4,54.3,89.2,59.32,Fail,Strong fit for the production vocabulary.
AUD-000893,REQ-0032,TAL-0368,2026-07-13,Self-Tape,73.6,72.1,88.2,73.6,75.72,Pass,Strong fit for the production vocabulary.
AUD-000894,REQ-0032,TAL-0007,2026-07-13,Technical Assessment,100.0,76.1,86.5,77.8,86.34,Pass,Technically capable with minor coaching needs.
AUD-000895,REQ-0032,TAL-0111,2026-07-17,Technical Assessment,86.7,94.1,69.5,91.9,86.85,Pass,Does not yet meet the production-specific performance threshold.
AUD-000896,REQ-0032,TAL-0119,2026-07-14,Live Video,96.2,89.7,72.5,80.8,87.57,Pass,Does not yet meet the production-specific performance threshold.
AUD-000897,REQ-0032,TAL-0098,2026-07-15,Live Video,100.0,95.4,76.1,84.8,92.01,Pass,Technically capable with minor coaching needs.
AUD-000898,REQ-0032,TAL-0334,2026-07-13,Self-Tape,89.6,79.0,76.9,85.3,83.11,Pass,Further assessment recommended before final casting.
AUD-000899,REQ-0032,TAL-0042,2026-07-14,In Person,86.1,59.5,80.8,78.2,75.0,Pass,Does not yet meet the production-specific performance threshold.
AUD-000900,REQ-0032,TAL-0249,2026-07-16,Live Video,88.6,97.9,85.5,79.7,89.96,Pass,Further assessment recommended before final casting.
AUD-000901,REQ-0034,TAL-0131,2026-07-23,In Person,93.6,94.3,78.7,89.3,90.55,Pass,Strong fit for the production vocabulary.
AUD-000902,REQ-0034,TAL-0392,2026-07-24,Live Video,84.5,85.3,71.9,80.2,81.9,Hold,Technically capable with minor coaching needs.
AUD-000903,REQ-0034,TAL-0162,2026-07-20,Self-Tape,77.2,83.6,74.5,25.0,71.58,Fail,Further assessment recommended before final casting.
AUD-000904,REQ-0034,TAL-0187,2026-07-20,Self-Tape,100.0,82.7,68.3,85.0,86.31,Pass,Strong fit for the production vocabulary.
AUD-000905,REQ-0034,TAL-0252,2026-07-20,In Person,80.0,100.0,85.1,94.0,89.68,Pass,Strong fit for the production vocabulary.
AUD-000906,REQ-0034,TAL-0231,2026-07-22,Live Video,87.7,89.4,86.6,93.7,88.92,Pass,Good ensemble awareness and reliable preparation.
AUD-000907,REQ-0034,TAL-0116,2026-07-22,In Person,85.0,80.4,89.6,72.3,82.49,Hold,Technically capable with minor coaching needs.
AUD-000908,REQ-0034,TAL-0225,2026-07-23,Self-Tape,75.0,97.1,77.4,83.8,84.18,Pass,Strong fit for the production vocabulary.
AUD-000909,REQ-0034,TAL-0425,2026-07-22,In Person,77.3,98.5,93.7,90.6,89.32,Pass,Does not yet meet the production-specific performance threshold.
AUD-000910,REQ-0034,TAL-0146,2026-07-24,Self-Tape,100.0,88.2,98.2,92.2,94.57,Pass,Does not yet meet the production-specific performance threshold.
AUD-000911,REQ-0034,TAL-0251,2026-07-20,Self-Tape,75.0,91.3,84.3,94.7,84.97,Pass,Strong fit for the production vocabulary.
AUD-000912,REQ-0034,TAL-0378,2026-07-21,In Person,84.2,58.9,68.7,80.8,72.33,Fail,Good ensemble awareness and reliable preparation.
AUD-000913,REQ-0034,TAL-0045,2026-07-22,In Person,100.0,94.4,84.9,90.5,94.05,Pass,Good ensemble awareness and reliable preparation.
AUD-000914,REQ-0034,TAL-0394,2026-07-20,Self-Tape,100.0,100.0,58.3,91.0,91.23,Pass,Technically capable with minor coaching needs.
AUD-000915,REQ-0034,TAL-0111,2026-07-24,Technical Assessment,73.8,96.8,80.0,89.9,84.99,Pass,Technically capable with minor coaching needs.
AUD-000916,REQ-0034,TAL-0073,2026-07-23,Live Video,83.4,100.0,71.3,82.3,86.71,Pass,Technically capable with minor coaching needs.
AUD-000917,REQ-0034,TAL-0267,2026-07-21,Live Video,97.6,90.8,69.3,74.6,86.97,Pass,Technically capable with minor coaching needs.
AUD-000918,REQ-0034,TAL-0336,2026-07-20,In Person,100.0,100.0,100.0,91.9,98.87,Pass,Strong fit for the production vocabulary.
AUD-000919,REQ-0034,TAL-0250,2026-07-20,Technical Assessment,88.1,95.0,61.5,87.3,85.55,Pass,Does not yet meet the production-specific performance threshold.
AUD-000920,REQ-0034,TAL-0349,2026-07-20,Self-Tape,100.0,85.6,95.1,89.0,92.68,Pass,Does not yet meet the production-specific performance threshold.
AUD-000921,REQ-0034,TAL-0405,2026-07-23,In Person,99.2,100.0,82.3,87.5,94.79,Pass,Strong fit for the production vocabulary.
AUD-000922,REQ-0034,TAL-0156,2026-07-23,Live Video,97.2,85.7,82.2,95.4,90.34,Pass,Good ensemble awareness and reliable preparation.
AUD-000923,REQ-0034,TAL-0126,2026-07-21,Technical Assessment,65.7,83.7,89.4,84.8,78.76,Hold,Strong fit for the production vocabulary.
AUD-000924,REQ-0034,TAL-0044,2026-07-23,Technical Assessment,94.2,97.3,83.2,81.2,91.45,Pass,Technically capable with minor coaching needs.
AUD-000925,REQ-0034,TAL-0201,2026-07-22,Self-Tape,80.1,93.3,80.5,85.9,85.47,Pass,Good ensemble awareness and reliable preparation.
AUD-000926,REQ-0034,TAL-0473,2026-07-22,Live Video,88.9,87.9,82.2,79.7,86.07,Pass,Further assessment recommended before final casting.
AUD-000927,REQ-0034,TAL-0141,2026-07-21,Live Video,96.8,93.1,70.7,74.9,87.78,Pass,Further assessment recommended before final casting.
AUD-000928,REQ-0034,TAL-0382,2026-07-20,Live Video,93.5,81.8,70.1,85.5,84.19,Pass,Does not yet meet the production-specific performance threshold.
AUD-000929,REQ-0034,TAL-0030,2026-07-22,In Person,95.2,96.7,70.4,73.5,88.21,Pass,Strong fit for the production vocabulary.
AUD-000930,REQ-0034,TAL-0119,2026-07-20,Live Video,100.0,93.0,89.7,90.0,94.37,Pass,Does not yet meet the production-specific performance threshold.
AUD-000931,REQ-0034,TAL-0343,2026-07-24,In Person,79.6,100.0,87.5,85.9,88.84,Pass,Strong fit for the production vocabulary.
AUD-000932,REQ-0034,TAL-0031,2026-07-24,In Person,100.0,88.6,85.7,87.1,91.74,Pass,Does not yet meet the production-specific performance threshold.
AUD-000933,REQ-0034,TAL-0067,2026-07-24,Technical Assessment,99.7,76.8,100.0,78.4,88.99,Pass,Further assessment recommended before final casting.
AUD-000934,REQ-0034,TAL-0458,2026-07-24,Live Video,63.7,82.6,74.0,75.8,73.67,Fail,Technically capable with minor coaching needs.
AUD-000935,REQ-0034,TAL-0354,2026-07-21,Live Video,76.9,77.8,73.6,93.1,78.88,Hold,Does not yet meet the production-specific performance threshold.
AUD-000936,REQ-0034,TAL-0091,2026-07-22,Self-Tape,65.1,70.9,78.1,95.4,73.65,Fail,Further assessment recommended before final casting.
AUD-000937,REQ-0034,TAL-0192,2026-07-21,Live Video,77.5,99.9,88.0,89.5,88.69,Pass,Good ensemble awareness and reliable preparation.
AUD-000938,REQ-0034,TAL-0408,2026-07-22,Live Video,78.6,93.7,83.3,84.9,85.46,Pass,Further assessment recommended before final casting.
AUD-000939,REQ-0034,TAL-0493,2026-07-20,Live Video,91.5,99.1,68.6,85.5,89.12,Pass,Does not yet meet the production-specific performance threshold.
AUD-000940,REQ-0034,TAL-0471,2026-07-21,Live Video,100.0,91.8,92.7,84.9,93.78,Pass,Strong fit for the production vocabulary.
AUD-000941,REQ-0034,TAL-0122,2026-07-21,Self-Tape,63.5,89.4,88.2,25.0,71.36,Fail,Technically capable with minor coaching needs.
AUD-000942,REQ-0034,TAL-0412,2026-07-20,Live Video,79.2,67.6,80.7,86.6,76.56,Hold,Does not yet meet the production-specific performance threshold.
AUD-000943,REQ-0034,TAL-0375,2026-07-21,Self-Tape,58.9,67.6,89.8,89.9,71.76,Fail,Further assessment recommended before final casting.
AUD-000944,REQ-0034,TAL-0264,2026-07-21,In Person,89.5,88.7,84.0,95.0,89.01,Pass,Strong fit for the production vocabulary.
AUD-000945,REQ-0034,TAL-0106,2026-07-21,Live Video,97.4,95.0,100.0,94.6,96.66,Pass,Technically capable with minor coaching needs.
AUD-000946,REQ-0034,TAL-0212,2026-07-20,In Person,78.1,72.2,69.3,96.1,77.03,Hold,Good ensemble awareness and reliable preparation.
AUD-000947,REQ-0034,TAL-0038,2026-07-20,Self-Tape,90.0,86.6,64.4,88.4,84.01,Pass,Does not yet meet the production-specific performance threshold.
AUD-000948,REQ-0034,TAL-0357,2026-07-23,In Person,95.8,82.4,75.9,82.9,85.86,Pass,Does not yet meet the production-specific performance threshold.
AUD-000949,REQ-0034,TAL-0402,2026-07-22,Live Video,99.5,100.0,87.3,89.1,96.02,Pass,Does not yet meet the production-specific performance threshold.
AUD-000950,REQ-0034,TAL-0235,2026-07-24,Self-Tape,66.7,62.1,100.0,80.0,72.99,Fail,Strong fit for the production vocabulary.
AUD-000951,REQ-0035,TAL-0092,2026-07-23,In Person,100.0,84.8,94.6,86.1,91.91,Pass,Further assessment recommended before final casting.
AUD-000952,REQ-0035,TAL-0410,2026-07-26,Self-Tape,99.6,100.0,77.4,81.8,93.25,Pass,Technically capable with minor coaching needs.
AUD-000953,REQ-0035,TAL-0149,2026-07-27,In Person,97.9,92.5,88.3,91.0,93.37,Pass,Further assessment recommended before final casting.
AUD-000954,REQ-0035,TAL-0382,2026-07-27,Self-Tape,90.2,74.8,84.6,87.0,83.51,Pass,Technically capable with minor coaching needs.
AUD-000955,REQ-0035,TAL-0042,2026-07-26,Self-Tape,64.3,92.1,77.5,88.4,79.5,Pass,Good ensemble awareness and reliable preparation.
AUD-000956,REQ-0035,TAL-0394,2026-07-24,Self-Tape,100.0,100.0,83.0,94.7,96.2,Pass,Technically capable with minor coaching needs.
AUD-000957,REQ-0035,TAL-0326,2026-07-24,Live Video,78.9,79.6,82.1,77.1,79.46,Pass,Does not yet meet the production-specific performance threshold.
AUD-000958,REQ-0035,TAL-0274,2026-07-25,Self-Tape,72.6,98.3,71.7,80.3,82.25,Pass,Further assessment recommended before final casting.
AUD-000959,REQ-0035,TAL-0031,2026-07-27,In Person,100.0,81.4,83.5,89.6,89.25,Pass,Strong fit for the production vocabulary.
AUD-000960,REQ-0035,TAL-0384,2026-07-23,Live Video,100.0,100.0,82.0,44.8,89.03,Pass,Technically capable with minor coaching needs.
AUD-000961,REQ-0035,TAL-0076,2026-07-23,Technical Assessment,91.5,86.6,81.6,95.8,88.65,Pass,Does not yet meet the production-specific performance threshold.
AUD-000962,REQ-0035,TAL-0471,2026-07-26,In Person,96.7,86.0,78.9,89.3,88.82,Pass,Does not yet meet the production-specific performance threshold.
AUD-000963,REQ-0035,TAL-0233,2026-07-27,Self-Tape,92.3,93.3,76.7,90.3,89.55,Pass,Further assessment recommended before final casting.
AUD-000964,REQ-0035,TAL-0136,2026-07-23,In Person,97.0,88.7,82.7,89.8,90.6,Pass,Strong fit for the production vocabulary.
AUD-000965,REQ-0035,TAL-0162,2026-07-25,Self-Tape,80.4,83.7,79.5,25.0,73.6,Pass,Strong fit for the production vocabulary.
AUD-000966,REQ-0035,TAL-0120,2026-07-26,Self-Tape,70.8,71.8,88.3,79.3,75.48,Pass,Good ensemble awareness and reliable preparation.
