match_id,requirement_id,talent_id,role_eligible,mandatory_skills_met,full_contract_availability_met,audition_met,physical_technical_eligible,mobility_work_authorization_eligible,safety_certification_eligible,medical_clearance_eligible,language_eligible,overnight_rehearsal_eligible,profile_active,verification_eligible,budget_eligible,experience_eligible,rating_eligible,skill_score,production_credit_score,availability_score,audition_showreel_score,physical_technical_score,mobility_score,reliability_score,safety_compliance_score,budget_score,language_cultural_score,final_match_score,eligibility_status,match_category,positive_match_reasons,risk_factors,rejection_reason,distance_km,audition_score,recommended,recommendation_rank,ground_truth_label
MAT-000941,REQ-0019,TAL-0261,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,0.0,4.0,80.0,68.21,100.0,76.0,66.96,96.0,100.0,40.0,48.79,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing; Required language not supported,6058.6,,False,,Hard Rejection
MAT-000942,REQ-0019,TAL-0368,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,0.0,55.0,0.0,73.35,100.0,20.0,88.44,100.0,100.0,40.0,42.18,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met; Required safety certification or medical clearance missing; Required language not supported; Identity or professional references not fully verified",10626.8,,False,,Hard Rejection
MAT-000943,REQ-0019,TAL-0160,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,0.0,39.0,30.0,69.24,100.0,76.0,97.7,100.0,100.0,40.0,48.99,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing; Required language not supported,6903.6,,False,,Hard Rejection
MAT-000944,REQ-0019,TAL-0285,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,0.0,83.0,100.0,90.48,100.0,92.0,93.38,100.0,93.68,40.0,69.01,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,,Required discipline or talent category not matched; Missing mandatory production skill; Required safety certification or medical clearance missing; Required language not supported,11021.1,,False,,Hard Rejection
MAT-000945,REQ-0019,TAL-0256,False,False,False,True,True,True,False,True,False,True,True,True,False,True,True,0.0,8.0,90.0,92.08,100.0,92.0,78.72,96.0,33.84,40.0,53.39,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing; Required language not supported,5241.2,,False,,Hard Rejection
MAT-000946,REQ-0019,TAL-0454,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,0.0,8.0,100.0,86.98,100.0,76.0,71.29,96.0,46.11,100.0,54.15,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget|Historical cancellation rate is above the preferred threshold,Required discipline or talent category not matched; Missing mandatory production skill; Required safety certification or medical clearance missing,12457.3,,False,,Hard Rejection
MAT-000947,REQ-0019,TAL-0059,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,0.0,39.0,70.0,88.91,100.0,76.0,69.09,100.0,100.0,100.0,56.16,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing,2314.2,,False,,Hard Rejection
MAT-000948,REQ-0019,TAL-0337,False,False,True,True,True,True,False,True,False,True,True,True,True,False,True,0.0,4.0,100.0,91.6,100.0,92.0,68.92,96.0,100.0,40.0,55.54,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,,Required discipline or talent category not matched; Missing mandatory production skill; Required safety certification or medical clearance missing; Required language not supported,4636.1,,False,,Hard Rejection
MAT-000949,REQ-0019,TAL-0329,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,0.0,8.0,70.0,88.54,100.0,92.0,78.72,96.0,100.0,40.0,52.02,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing; Required language not supported,6058.6,,False,,Hard Rejection
MAT-000950,REQ-0019,TAL-0178,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,0.0,8.0,60.0,83.1,100.0,100.0,62.84,0.0,100.0,100.0,45.91,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for UAE|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Required safety certification or medical clearance missing,122.9,,False,,Hard Rejection
MAT-000951,REQ-0020,TAL-0465,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,89.0,19.0,100.0,82.3,100.0,76.0,98.56,96.0,85.48,100.0,80.67,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,,,10029.1,76.78,False,,Positive
MAT-000952,REQ-0020,TAL-0004,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,61.0,58.0,100.0,77.61,100.0,92.0,78.72,96.0,63.12,100.0,78.28,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Missing mandatory production skill; Audition or showreel threshold not met,3704.0,77.73,False,,Hard Rejection
MAT-000953,REQ-0020,TAL-0398,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,23.0,100.0,88.71,100.0,92.0,92.08,100.0,90.32,100.0,85.84,Eligible,Excellent Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Historical cancellation rate is above the preferred threshold,,7587.6,85.79,True,2.0,Strong Positive
MAT-000954,REQ-0020,TAL-0287,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,61.0,35.0,100.0,88.54,100.0,92.0,92.67,100.0,78.23,100.0,77.55,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied,Weekly rate is close to the maximum production budget,Missing mandatory production skill,12574.6,82.84,False,,Hard Rejection
MAT-000955,REQ-0020,TAL-0461,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,89.0,23.0,71.43,86.68,100.0,76.0,78.72,96.0,80.91,100.0,75.9,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Not fully available for the contract window; Audition or showreel threshold not met,10029.1,92.95,False,,Hard Rejection
MAT-000956,REQ-0020,TAL-0407,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,23.0,100.0,87.16,100.0,92.0,66.96,96.0,5.26,100.0,81.17,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Weekly rate exceeds the maximum production budget,,2935.3,82.57,True,5.0,Positive
MAT-000957,REQ-0020,TAL-0271,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,78.0,63.0,50.0,83.27,100.0,76.0,92.76,96.0,95.16,100.0,77.01,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Not fully available for the contract window; Audition or showreel threshold not met,8720.5,86.49,False,,Hard Rejection
MAT-000958,REQ-0020,TAL-0218,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,78.0,19.0,42.86,88.42,100.0,92.0,66.96,96.0,16.18,100.0,66.95,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied,Weekly rate exceeds the maximum production budget,Not fully available for the contract window,18427.1,85.63,False,,Hard Rejection
MAT-000959,REQ-0020,TAL-0444,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,61.0,27.0,65.0,80.09,100.0,92.0,80.15,96.0,75.0,100.0,69.08,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate is close to the maximum production budget,Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,12574.6,82.9,False,,Hard Rejection
MAT-000960,REQ-0020,TAL-0255,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0.0,19.0,65.0,80.43,100.0,76.0,70.39,100.0,98.39,100.0,51.6,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,1666.9,76.13,False,,Hard Rejection
MAT-000961,REQ-0020,TAL-0322,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,63.0,100.0,88.31,100.0,92.0,92.76,100.0,63.12,100.0,91.03,Eligible,Excellent Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Weekly rate exceeds the maximum production budget,,65.8,89.3,True,1.0,Strong Positive
MAT-000962,REQ-0020,TAL-0167,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,23.0,100.0,94.23,100.0,92.0,78.72,96.0,64.74,100.0,84.49,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Weekly rate exceeds the maximum production budget,,12452.8,89.71,True,3.0,Positive
MAT-000963,REQ-0020,TAL-0320,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,89.0,23.0,100.0,87.57,100.0,76.0,78.47,88.9,59.48,100.0,79.26,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Weekly rate exceeds the maximum production budget,,7437.4,84.83,False,,Positive
MAT-000964,REQ-0020,TAL-0011,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,23.0,100.0,90.78,100.0,92.0,73.72,96.0,81.45,100.0,84.29,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,Historical cancellation rate is above the preferred threshold,,14150.8,86.76,True,4.0,Positive
MAT-000965,REQ-0020,TAL-0307,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,89.0,23.0,100.0,83.01,100.0,76.0,78.21,95.3,90.32,100.0,80.03,Eligible,Good Match,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau,,,10656.0,78.25,False,,Positive
MAT-000966,REQ-0020,TAL-0108,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,78.0,43.0,85.71,85.32,100.0,76.0,68.05,95.55,86.02,100.0,77.54,Not Eligible,Not Eligible,Eligible for the required Choreographer discipline|Meets all mandatory production skills|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied,Historical cancellation rate is above the preferred threshold,Not fully available for the contract window,7587.6,77.01,False,,Hard Rejection
MAT-000967,REQ-0020,TAL-0003,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,0.0,24.0,35.71,87.64,100.0,20.0,69.4,96.0,100.0,100.0,43.98,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met",11811.8,74.25,False,,Hard Rejection
MAT-000968,REQ-0020,TAL-0174,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,51.0,78.57,78.54,100.0,76.0,70.17,100.0,97.31,100.0,58.2,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,12574.6,68.84,False,,Hard Rejection
MAT-000969,REQ-0020,TAL-0135,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,0.0,28.0,78.57,71.7,100.0,76.0,68.76,31.55,100.0,100.0,50.63,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met; Identity or professional references not fully verified,1152.8,69.65,False,,Hard Rejection
MAT-000970,REQ-0020,TAL-0201,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,83.0,100.0,90.35,100.0,76.0,92.76,96.0,95.16,100.0,68.71,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied,,Required discipline or talent category not matched; Missing mandatory production skill,2545.5,86.83,False,,Hard Rejection
MAT-000971,REQ-0020,TAL-0370,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,0.0,8.0,100.0,80.0,100.0,76.0,77.58,85.15,30.35,100.0,52.88,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Audition or showreel threshold not met,12452.8,74.58,False,,Hard Rejection
MAT-000972,REQ-0020,TAL-0168,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,48.0,65.0,89.65,100.0,92.0,92.76,100.0,98.92,100.0,59.74,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,11752.5,88.41,False,,Hard Rejection
MAT-000973,REQ-0020,TAL-0334,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,0.0,12.0,7.14,69.51,100.0,20.0,89.74,100.0,80.38,100.0,37.12,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met; Travel, passport, visa, or work authorisation condition not met",9597.3,82.52,False,,Hard Rejection
MAT-000974,REQ-0020,TAL-0462,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,0.0,8.0,65.0,87.29,100.0,20.0,83.81,96.0,100.0,100.0,46.95,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met; Identity or professional references not fully verified",5896.4,77.1,False,,Hard Rejection
MAT-000975,REQ-0020,TAL-0013,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0.0,55.0,100.0,84.52,100.0,92.0,92.78,96.0,100.0,100.0,65.36,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Audition or showreel threshold not met,9597.5,84.65,False,,Hard Rejection
MAT-000976,REQ-0020,TAL-0343,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,48.0,100.0,91.34,100.0,92.0,89.9,100.0,95.16,100.0,64.84,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill,2935.3,82.6,False,,Hard Rejection
MAT-000977,REQ-0020,TAL-0110,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,0.0,4.0,65.0,88.85,100.0,76.0,100.0,96.0,100.0,100.0,52.12,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Identity or professional references not fully verified,1152.8,76.78,False,,Hard Rejection
MAT-000978,REQ-0020,TAL-0016,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0.0,48.0,35.71,76.18,100.0,92.0,92.76,96.0,76.88,100.0,53.14,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate is close to the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,12976.2,79.09,False,,Hard Rejection
MAT-000979,REQ-0020,TAL-0397,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,0.0,24.0,21.43,93.23,100.0,76.0,85.13,100.0,90.59,100.0,47.89,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Identity or professional references not fully verified,11752.5,88.18,False,,Hard Rejection
MAT-000980,REQ-0020,TAL-0112,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,0.0,4.0,65.0,78.68,100.0,100.0,68.8,100.0,95.97,100.0,50.91,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,0.0,68.26,False,,Hard Rejection
MAT-000981,REQ-0020,TAL-0431,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,0.0,43.0,65.0,73.8,100.0,76.0,84.36,100.0,98.92,10.0,53.73,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met; Required language not supported; Identity or professional references not fully verified,65.8,77.7,False,,Hard Rejection
MAT-000982,REQ-0020,TAL-0114,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,4.0,71.43,92.34,100.0,76.0,99.41,96.0,92.2,100.0,53.15,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,2545.5,84.04,False,,Hard Rejection
MAT-000983,REQ-0020,TAL-0142,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0.0,48.0,14.29,69.62,100.0,76.0,88.76,0.0,87.37,100.0,43.22,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,18427.1,71.04,False,,Hard Rejection
MAT-000984,REQ-0020,TAL-0020,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,55.0,92.86,96.99,100.0,76.0,99.1,96.0,83.87,100.0,64.21,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,1152.8,93.72,False,,Hard Rejection
MAT-000985,REQ-0020,TAL-0106,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,43.0,28.57,89.8,100.0,76.0,78.72,96.0,100.0,100.0,51.11,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,1666.9,91.54,False,,Hard Rejection
MAT-000986,REQ-0020,TAL-0356,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,16.0,78.57,94.44,100.0,76.0,77.75,96.0,75.54,100.0,54.22,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate is close to the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,11811.8,93.62,False,,Hard Rejection
MAT-000987,REQ-0020,TAL-0177,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0.0,39.0,14.29,80.47,100.0,76.0,68.67,100.0,91.13,100.0,46.66,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,11811.8,86.82,False,,Hard Rejection
MAT-000988,REQ-0020,TAL-0065,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0.0,16.0,100.0,68.96,100.0,76.0,68.3,100.0,100.0,100.0,55.16,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Audition or showreel threshold not met,7399.7,72.27,False,,Hard Rejection
MAT-000989,REQ-0020,TAL-0071,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,0.0,8.0,65.0,81.36,100.0,76.0,66.96,96.0,93.82,100.0,49.47,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,65.8,86.63,False,,Hard Rejection
MAT-000990,REQ-0020,TAL-0127,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0.0,12.0,100.0,82.03,100.0,76.0,80.8,100.0,91.13,100.0,56.47,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Audition or showreel threshold not met,9597.5,85.31,False,,Hard Rejection
MAT-000991,REQ-0020,TAL-0183,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,32.0,21.43,94.26,100.0,76.0,83.35,96.0,99.19,100.0,49.13,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,8720.5,88.05,False,,Hard Rejection
MAT-000992,REQ-0020,TAL-0472,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0.0,51.0,65.0,84.35,100.0,76.0,98.78,96.0,85.22,100.0,58.19,Not Eligible,Not Eligible,Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Audition or showreel threshold not met,9250.7,84.41,False,,Hard Rejection
MAT-000993,REQ-0020,TAL-0103,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,0.0,8.0,71.43,84.48,100.0,20.0,84.06,100.0,100.0,100.0,47.85,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met",10029.1,80.89,False,,Hard Rejection
MAT-000994,REQ-0020,TAL-0440,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,0.0,43.0,28.57,84.2,100.0,76.0,66.96,96.0,56.24,100.0,48.41,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,9250.7,75.64,False,,Hard Rejection
MAT-000995,REQ-0020,TAL-0329,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0.0,8.0,100.0,87.46,100.0,76.0,78.72,96.0,95.16,100.0,56.19,Not Eligible,Not Eligible,Available for the complete rehearsal and performance contract window|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Macau|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Audition or showreel threshold not met,65.8,91.64,False,,Hard Rejection
